#id,Text,Label,STRENGTHS,WEAKNESSES,OPPORTUNITIES,THREATS
76,"Further, the Company has consistently received financial support in the form of equity infusion and issue of debentures from the Group. Financial funding from Group supports the Company to manage its working capital requirement reducing the Company?s reliance on external debt.",1,1,0,0,0
77,"Further, the Company is managed by chief operating officer and whole-time director - Mr. Ventkitachalam Krishnakumar who has a vast industry experience of more than two decades. Mr. Krishnakumar is ably supported by experienced board members and second tier management who regulate the day-to-day operations of the Company. Long standing presence in the industry has helped the Company establish strong relationships with its customer and has enabled cross selling of solutions to Group company clients. Strong business relationships with clients provides the Company a stable and diversified revenue stream and procure recurring orders thereby providing revenue visibility.",1,1,0,0,0
78,"The Company?s reliance on external borrowings remained low. Its debt equity ratio remained below unity and stood at 0.21 times as on 31st March 2018. Debt comprised compulsory convertible debentures with an interest rate of 11.25% issued to Group company indicating zero reliance on external debt for funding operations of the Company. Further, though collection period is high, it is primarily funded through extended creditor days. Moreover, the financial support from the Group is also visible in the form of infusion of funds by holding company in the form of equity and debentures during the review period. This funding has helped the Company in repaying its debt obligations and managing its working capital and capital expenditure. On the back of lower debt, Company?s interest coverage ratio remained uneven and stood adequate at 3.45 times during FY 2018. Furthermore, Company?s liquidity position improved and remained adequate with increasing cash accruals sufficient to meet its maturing debt obligations and current ratio of 1.54 times as on 31st March 2018. Lower dependence on external borrowings provides financial flexibility to the Company to leverage further in case of any business exigencies or to fund its incremental working capital requirements.",1,1,0,0,0
107,Well-diversified product portfolio across therapeutic segments coupled with wide geographical reach,1,1,0,0,0
108,"The Company has a long track record of more than 4 decades which corroborates its ability to survive economic and business cycles as well as its execution and networking capabilities. Being in the industry for more than four decades and backed by the strong research and development capabilities, the Company has created a product basket of more than 400 products with more than 1,700 product registration in the emerging markets. Ajanta?s focus on innovation through its strong R&D capabilities has enabled it to penetrate the market with more ?first to market? launches in the specialty product portfolio The Company caters to various therapeutic segments which include anti- malarial, cardiology, dermatology, male erectile dysfunction, ophthalmology, musculoskeletal, respiratory, and others having emphasis on ophthalmology, dermatology, cardiology and pain management across various dosage forms including tablets, capsules, liquids, injectable, powder and ointment. Apart from the focus on these therapeutic segments, it has developed some niche products in other areas as well viz. bile acid-induced diseases, gastric acid-related diseases, gout, muscle relaxant, pain and inflammation, constipation, neuropathic pain, nausea & vomiting, and vertigo.",1,1,0,0,0
109,"Ajanta caters to domestic as well as international market with the latter contributing about 66% of the total revenue in FY 2019. It has a wide geographical base spreading across 30 countries which includes emerging markets such as India, Africa, Middle East, Latin America and others as well as regulated markets (USA) along with more than 3,000 marketing representatives to promote its products. As informed, none of the country contributed more than 5% to the topline. Continued innovation coupled with penetration into newer geographies will help the Company to scale up its operations over the near to medium term.",1,1,0,0,0
110,"Ajanta was formed in 1973 by the Agrawal family and is the flagship Company of the Ajanta group. The Company is currently led by second generation entrepreneurs Mr. Yogesh Agrawal, Managing Director and Mr. Rajesh Agrawal, Joint Managing Director, who have an experience of more than two decades in the pharmaceutical industry. They have re-invented the business by focusing on niche therapies and launching first-to-market products in India. This has helped the Company to establish a healthy market position in the domestic market. The long-standing presence of the Managing Directors in the industry has helped the Company to establish a healthy relationship with its customers and suppliers, thus resulting in repeat orders and ease in the sourcing of raw materials. With the focus on profitability, it has been able to generate profits adequately y-o-y.",1,1,0,0,0
111,"As informed, Ajanta is the 4th largest pharmaceutical Company is Franco Africa (Mauritania, Senegal, Mali, French Guinea, Ivory Coast, Burkina Faso), Benin and Niger) and 17th largest pharmaceutical Company in Philippines.",1,1,0,0,0
112,Experienced management provides comfort that the Company would be able to carry out its R&D initiatives more effectively to continuously expand its product portfolio. The Company would continue to benefit from the extensive industry experience of promoters which could help on scaling up the operations going forward.,1,1,0,0,0
113,Strong in-house research and development capabilities along with accredited manufacturing facilities,1,1,0,0,0
114,"Ajanta, engaged in manufacturing of pharmaceutical products, has seven manufacturing facilities (6 in India and 1 in Mauritius). As informed, the facilities are well- equipped and certified with USFDA, Brazil ANVISA, and WHO certifications. Also, it has recently commissioned facility in Dahej and Guwahati. Plant in Dahej has been commissioned with USFDA certification. Dahej plant, which will help Ajanta to expand its generic business in the US and emerging markets, is already complete and is undergoing product registration processes. Ramp up is expected by FY 2021. The new Guwahati plant will focus on its key branded generic therapeutic segments of dermatology (commissioned in March 2018), ophthalmology (commission planned by end of Q3 FY 2020), and a set up for manufacturing larger dosages for oral dosages (by Q1 FY 2021). Current capacity utilization at Dahej and Guwahati facilities are in the range of 15-20% and these capacities will start operating at optimal capacity from FY 2021. Negative impact is higher opex cost but at the same time it will give access to emerging markets for few drugs as it will allow direct inspection of its facilities. Earlier, since manufacturing was on loan licensing it could not cater to those products or product sub segments where the client?s demanded high degree of facility inspection. Once operating leverage kicks in from these plants, the bottom line will improve.",1,1,0,0,0
115,"The Company has in-house R&D center which undertakes research and development for formulations and Active Pharmaceutical Ingredients (API?s). It has a team of more than 750 scientists developing novel formulations. R&D center is further divided into regional teams which focus on the respective markets. The R&D activities have helped the Company to launch new products y-o-y basis across different therapeutic segments, especially in the emerging markets. In the last 10 years, it has launched 160+ first-to-market products in India. The Company?s R&D expenses increased substantially to around 13.61% of the total revenue during FY 2019 against 9% in the preceding year. Ajanta launched 25 new products in the market in FY 2019, 6 new products launched and commercialized in US market, 13 New ANDAs filed with US Food and Drug Administration (FDA), 6 APIs are ready for scale-up at the plant for the regulated market, etc. It also launched 7 products in domestic formulations in FY 2019, which enjoyed the first-to-market advantage. Further, It launched 35 new products in Rest of Asia & Africa markets during FY 2019.",1,1,0,0,0
116,"The R&D Centre of the Company is recognized by the Department of Scientific & Industrial Research, Ministry of Science and Technology, Government of India. R&D achievements are in the anti-malarial segment with its flagship brand, ?Artefan? which has been pre-qualified by the World Health Organization (WHO), Geneva. Other key brands include Kamagra (Sildenafil Citrate) & Apcalis-SX (Tadalafil), both used in the treatment of Male Erectile Dysfunction, Met XL in cardiology segment and others.",1,1,0,0,0
117,"Thus, a strong R&D base will help the Company to further expand its product basket and compete with other large multinational and domestic companies.",1,1,0,0,0
118,"The Company?s financial risk profile is supported by low leverage and strong debt protection measures, marked by a gearing of 0.01 times as on 31st March 2019. Majority of its capital expenditure and working capital requirements are met through internal accruals which coupled with healthy net worth base, resulted in low reliance on external borrowings. A lower debt component when compared with Company?s healthy tangible networth would provide the Group financial flexibility to procure additional funds for further expansion. Further, low existing debt exposure makes the Group more attractive to lenders as there is less risk in terms of the ability of the Company to service the loan. Low debt resulted in minimal interest expenditure thereby reducing the fixed obligations. Thus, almost debt-free capital structure will provide financial flexibility in terms of expansion through additional leverage to capitalize on future opportunities or business exigencies.",1,1,0,0,0
119,"The Company has a customer base spread across the globe and its strong and established customer base has resulted in low collection cycle. The Company?s receivable days have been in the range of 66 to 90 days during the review period. The inventory days of the Company remained at around 126 days on an average for last three years. In spite of higher levels of inventory (and hence higher working capital), the Company?s working capital requirements were largely funded through extended credit from suppliers and advance from customers resulting in low dependency on borrowings. As informed, inventory holding increased on account of increased penetration in US market where the inventory requirement is high, and the Company is increasing product launches there.",1,1,0,0,0
120,"Efficient management of working capital is also reflected in adequate liquidity position of the Company as witnessed in current ratio and quick ratio which stood at 3.42 times and 2.04 times as on 31st March 2019. Further, cash flow from operating activities stood positive throughout the review period and the Company had adequate cash and cash equivalents of INR 351,200 thousand and current investment of INR 647,400 thousand as on 31st March 2019.",1,1,0,0,0
121,"Furthermore, strong accruals of the Company led to y-o-y decline in its external borrowings; despite continuous capex and R&D plans undertaken by the Company.",1,1,0,0,0
122,"On the back of new launches, the Company has been able to register healthy profitability margins. Despite pressure of increased overheads emanating from commissioning of two new plants and decline in institutional sales, operating and net margins remained comfortable above 20% in FY 2019. Adequate margins led to sufficient returns over the review period as shown in table below:",1,1,0,0,0
123,"However, slowdown in margins and relatively tepid sales in FY 2018 and FY 2019, owing to capex related expenditure where operating leverage is yet to kick in (current capacity utilisation at Dahej and Guwahati facilities are in the range of 15-20%) coupled with penetration in the USA market where Company is present in generics segment which fetches relatively lower margins. Also, institutional sales in Africa declined sharply (from 22% of the total revenue in FY 2017 to 9% in FY 2019). This is on account of lower volumes and offtake in institutional sales business (as Global Funds (wing of WHO) received lower donations) and hence procurements have reduced. This also impacted the margins apart from revenue pressure. Further, as informed, Company estimates margin to remain on similar lines for FY 2020 and it will improve from FY 2021. Current capacity utilization at Dahej and Guwahati facilities is 15-20%.This is expected to improve over the medium term once the new plant starts operating at reasonable capacity. Further, net margins are expected to get a benefit of 100% tax exemption available on Dahej and Guwahati plant for 5 and 10 years respectively.",1,1,0,0,0
142,Experienced management reflecting from rapid scale-up of operations through wide product portfolio and well expanded infrastructure,1,1,0,0,0
143,"Established by Mr. Sanjeev Jain and Mr. Sandeep Jain under the guidance of their father Mr. D C Jain, Akums Group has rapidly scaled up to become one of the largest formulations development and contract manufacturer in the country to achieve a turnover of ~INR 20,000,000 crore since inception. The promoters have been instrumental in this journey where along with their qualified and experienced team of professional management, the promoters have constantly developed additional formulations while building capacities. Till date, the Group has obtained 704 DCGI approvals, obtained 329 FSSAI approvals and filed for 62 process patents (2 granted). In the exports market, the Akums Group has registered more than a 1,300 dossiers till date and expects to increase its revenue from exports in the years to come.",1,1,0,0,0
144,"The Group has 9 manufacturing plants manufacturing almost all forms of dosages including tablets, hard gelatin capsules, soft gelatin capsules, powder in sachets, liquid syrups and suspensions, injections, eye/ear drops, ointments, creams, gels, lotions, etc. The Group has dedicated plants for manufacture of nutraceuticals/ayurvedic formulations and also for antibiotics along with several plants for solid and liquid dosages and injectables. Further, besides the R&D centres in each of its plants, the Group has a centralized R&D centre and a centralized large stability chamber as also a warehouse to facilitate efficient storage. The strong experience of the promoters has thus helped the Group to form a strong and diversified product profile catering to numerous therapeutic segments through its development and manufacturing capabilities. This ensures y-o-y revenue visibility for the Group.",1,1,0,0,0
145,One of the largest contract manufacturer in India with large and reputed client base and regulatory approvals from several semi-regulated markets,1,1,0,0,0
146,"The Group has 9 manufacturing facilities catering to different segments and has formed a large customer base comprising majority of the strong pharmaceutical players in India. Some of its customers include Abbott Healthcare Private Limited, Abbott India Limited, Cipla Limited, Blue CrossÿLaboratories Private Limited, Lupin Limited, Sun Pharmaceutical Industries Limited, Mankind Pharma Limited, Torrent PharmaceuticalsÿLimited, Dr.ÿReddy'sÿLaboratories Limited, Akumentis Healthcare Limited, IPCA Laboratories Limited, etc. The Group operates on a model where it develops formulations, takes approval for the same from DCGI and then offers the products to various pharmaceutical companies (customers). This offers the Group an advantage where its customers cannot easily defect to other players in the market for these products as the development technology for the product remains with the Group. Further, Akum sources its API and other raw material requirements from renowned players like Abbott India Limited, Nectar Lifesciences Limited, Sterile India Private Limited, Pfizer Service Company Bvba, etc.",1,1,0,0,0
147,"Further, the Group has obtained various approvals and certifications. The Group?s manufacturing facilities have been approved by regulatory bodies of various countries including ANVISA - Brazil; NAFDAC - Nigeria; FDB Ghana; PMPB - Malawi; MOH - Libya; MOH - Cambodia; DDA - Nepal; CD&DA - Sri Lanka; MOH - Vietnam; NDA - Uganda, PPB - Kenya, MOH - Belarus; DPM - Ivory Coast, etc. Further, the Group has obtained more than 704 New Drug Approvals from DCGI, 329 FSSAI approvals and filed 62 process patents (2 have been approved).",1,1,0,0,0
148,"The manufacturing and R&D facilities of the Group have been accredited with WHO ? GMP, ISO 9001:2008, ISO 14001:2004, ISO 17025:2004, GLP and QMS ? HACCP, GMP - Ayush certificates, which have been instituted and awarded by international bodies. The Group observes Global Standards as per ICH, SHE as well as Industrial hygiene and good environmental control. The Group has strong product quality review system and conducts stability studies to ensure quality till shelf life. Further, the Group?s R&D facilities have been approved by Government of India, DSIR. The market credibility combined with the manufacturing capabilities and the registrations obtained are expected to continue and aid the Group in improving its scale and reach in the future.",1,1,0,0,0
149,"The capital structure of the Group remained comfortable throughout the review period as total debt equity ratio stood at 0.31 times as on 31st March 2019. Despite the presence of various entities which required funding for capital expenditure as well as for working capital requirements, the Group has been able to fund its requirements mainly through internal accruals while keeping the external borrowings at a comfortable level. The same is apparent in the interest coverage ratio which, though declined during FY 2019, has remained comfortable at 7.05 times during the year despite decline in profitability. Further, the current portion of long-term debt due in FY 2020 stood at INR 420,987 thousand against net cash accruals of INR 1,240,050 thousand during FY 2019.",1,1,0,0,0
150,"As on 31st March 2019, the current and quick ratios of the Group remained moderate at 1.59 times and 1.07 times respectively. However, the net cash flow from operating activities remained negative at INR 2,272,020 thousand during the year due to increase in working capital requirements driven by increase in receivables and reduction in payables as on year end. As informed, the external borrowings of the Group vary as per its liquidity position which is in turn governed by its capex and working capital requirements. Accordingly, the total debt of the Group has increased in FY 2019 due to increased working capital requirement. Despite this, the capital structure has remained comfortable.",1,1,0,0,0
151,"However, going ahead, the Group has several expansion plans including the acquisition of PDL for a consideration of ~INR 1,000,000 thousand to be paid in three tranches (INR 150,000 thousand + INR 150,000 thousand + INR 700,000 thousand) in three years. Further, the Group will also need additional funds to clear the liabilities on the books of PDL. Besides this, the Group also has other expansion plans to be executed through existing subsidiaries which would require additional liquidity. The ability of the Company to maintain its capital structure in the midst of its expansion plans will also remain critical.",1,1,0,0,0
166,Experienced management and strong track record of over four decades in the capacitor industry,1,1,0,0,0
167,"Established in 1978, the Company has a track record of more than four decades of operation. Further, since inception the Company has operated under the leadership of Mr. Anup Sachdev, (Chairman and Managing Director) who oversees all functional aspects including corporate strategy and growth of the Company. Mr. Sachdev has an experience of more than four decades in electronics industry. Such relevant experience facilitates in sound business decision making and increase in overall performance of the Company. Moreover, the day-to-day operations of the Company are managed by Mr. Siddharth Anup Sachdev who forms the next line of succession and has been working with the Company since 2004. After nearly 14 years of experience with the Company, Mr. Siddharth has been appointed as the Chief Executive Officer and Managing Director in April 2018. The Company in the last few years has diversified as apparent in the scale-up in film capacitors division in FY 2015 and launch of other new products which has driven growth by a CAGR of 17.08% during the review period. The leadership team and the strong track record of the Company has also helped the Company garner various established customers across sectors.",1,1,0,0,0
168,Established presence in the capacitor industry with reputed and leading customers across industries,1,1,0,0,0
169,"With more than four decades of presence in capacitors industry, the Company has established itself as a qualified component supplier and a customized product manufacturer for power electronics industry.",1,1,0,0,0
170,"The Company manufactures capacitors used across the power electronics industry in applications including UPS systems & AC drives, railway applications including electric vehicle charging, resonant converters and auxiliary converters, MRI and X-ray system for healthcare, telecommunications and renewable energy systems. During recent years, the Company has also focused on manufacturing custom designed capacitors, which find application in wind and solar energy, defense and industrial electronic equipment like welding and pulse magnetizing. Due to this wide range of products used across industries, it has been able to garner reputed customers including Wipro ? General Electric Healthcare Private Limited, ABB Limited, Siemens ? Gamesa, Toshiba- Mitsubishi, Emerson (Vertiv Energy) without specific customer or sectoral concentration.",1,1,0,0,0
171,"Further, the capacitors manufactured find application in components which require high level of precision and quality adherence by the manufacturer along with appropriate supply chain arrangement. Accordingly, there is high level of co-ordination between Original Equipment Manufacturers (OEMs) and the component manufacturers. In addition, as informed by the management since there is high switching cost the demand for component is normally seen till the end of the product lifecycle. This helps the Company to form a deeper relationship with the customer and thus increase the switching costs for the client.",1,1,0,0,0
172,"The profitability margins of the Company have improved during the review period aided by addition of new products yielding higher margins and increased contribution of exports to overall revenue. The profitability ratios shown were also affected by high depreciation expenses as seen from the OPBDIT margin linked to addition of new capacity during the review period. The impact of the higher margins film capacitors product line can be seen from the reducing cost of raw materials and finished goods consumed as a percentage of revenue from 56.6% in FY 2017 to 53.52% in FY 2018. Further, the healthy accretion to reserves have helped control the dependence on external working capital borrowings leading to an adequate capital structure supported by adequate debt protection indicators. Despite the increase in both external long term as well as short term borrowing, the gearing of the Company stood below unity at 0.75 times as on 31st March 2019. Moreover, the interest coverage ratio remained strong at 6.54 times for FY 2019, exhibiting ability to take in additional leverage if required.",1,1,0,0,0
190,Robust R&D and continuous product launches resulting in strong product pipeline and ANDA filings,1,1,0,0,0
191,"The Company has an in-house R&D centre which undertakes research and development of generic drugs and formulations. The R&D activities have helped the Company to launch new products y-o-y basis, especially in the regulated markets. During FY 2019, Alembic filed for 29 ANDA (Abbreviated new drug applications) in the United States of America.",1,1,0,0,0
192,"Strong R&D activities have helped the Company to grow its topline at a CAGR of 15.69% during the review period. The Company is currently working on more than 235 new R&D projects. Alembic has robust pipeline of 72 ANDAs under various stages of approval and more than 122 filings in other regulated markets. The Company has also entered into JV with Orbicular Pharmaceuticals Private Limited. This alliance enabled the Company to venture in dermatology segment. Moreover, it has entered into a Joint Venture Agreement with SPH SINE Pharmaceutical Laboratories Co Ltd, China & Adia (Shanghai) Pharma Co Ltd, China to promote and sell pharmaceutical products for the Chinese market.",1,1,0,0,0
193,"Its cumulative Abbreviated New Drug Application (ANDA) filing stood at 161 and has received 89 approvals till 31st March 2019 including 12 in tentative stage. Out of the 161 ANDAs, the Company filed 29 Abbreviated New Drug Applications (ANDAs) in FY 2019. As of 31st March 2019, the Company has filed for 689 patents for Active Pharmaceutical Ingredients (APIs) and Intermediates as well as 285 patents for formulations.",1,1,0,0,0
194,"Alembic?s robust R&D activities have resulted in its large product portfolio with around 185 brands for domestic market, largely treating to chronic therapeutic segment.",1,1,0,0,0
195,Extensive promoter experience coupled with reputed clientele base,1,1,0,0,0
196,"The management of the Company has a strong and vast industry experience. Mr. Chirayu Ramanbhai Amin, Chairman and Chief Executive Officer, has more than five decades of experience in the pharmaceutical field. Other board members too are well qualified and have relevant industry experience. Long-standing experience of the promoters in the business has helped the Company to establish strong market position in the domestic formulations market. The Company?s established market position is supported by its diversified product basket comprising of around 185 brands. The holistic approach towards quality and strict adherence of compliance norms laid by regulators has led to regular approvals of facilities and products of the Company from various regulatory bodies.",1,1,0,0,0
197,"Furthermore, the promoters? presence in the industry has helped the Company to establish healthy relationship of around a decade with reputed customers in international market like Trigen Laboratories LLC, Pfizer Asia Manufacturing Pte Ltd. amongst others. This ensures repeat orders from them. For domestic market, it has established strong marketing team of more than 5,000 employees to facilitate reach on PAN India basis. This is reflected in the Company?s compounded annual growth rate of 15.69% for the five years ended FY 2019. Established customer relationship, established market position and promoters? extensive experience will help the Company to sustain its business risk profile.",1,1,0,0,0
198,Comfortable financial profile and adequate liquidity along with moderate margins,1,1,0,0,0
199,"The Company?s financial risk profile has remained healthy supported by its comfortable capital structure and debt protection indicators. Its tangible networth was INR 27,124,100 thousand as on 31st March 2019, backed by its healthy accretions to reserves, resulting from its adequate profitability levels. Healthy networth coupled with effective management of the working capital requirements have resulted in low reliance on external debt throughout the review period.",1,1,0,0,0
200,"The Company has a customer base spread across the globe and its strong and established customer base has resulted in low collection cycle. The Company?s receivable days have been in the range of 47 to 80 days during the review period. The inventory days of the Company remained at around 146 days on an average for last three years. In spite of higher levels of inventory (and hence higher working capital), the Company?s working capital requirements were largely funded through extended credit from suppliers and advance from customers resulting in low dependency on borrowings.",1,1,0,0,0
201,"Furthermore, strong accruals of the Company led to y-o-y decline in its external borrowings; despite continuous capex and R&D plans undertaken by the Company. The Company stood debt free as on year end FY 2017. However, in FY 2018 the gearing increased to 0.29 times due to increase in long term borrowing for R&D activities and short term loans for working capital management. It increased further to 0.39 times in FY 2019 owing to unsecured commercial paper availed. Low debt along with adequate profitability led to comfortable interest coverage ratio as shown in table below:",1,1,0,0,0
202,"Revenue of the Company increased by 23.94% in FY 2019 on account of 48% increase in international generics segment, 18% increase in API segment, and 9% increase in domestic branded segment. Growth in international generic segment was driven as the Company was able to capitalize on the shortage of hypertension drug, Valsartan in the USA. Along with the Company?s sound financial and adequate liquidity, its profitability also remained adequate, despite a fluctuation. The margins remained in the range of 14% to 17%; except for FY 2016, where the margins were high on account of launch of Abilify drug. Despite the pricing pressure on both the international and domestic markets and increase in R&D expenses, the Company has been able to protect its margins based on the launch of new products and targeting new therapeutic segments.",1,1,0,0,0
203,"Thus, improving margins and scaling up remains critical for the Company.",1,1,0,0,0
227,Long track record of experienced management facilitating wide presence in the domestic market and well-established client base in turn supporting topline growth,1,1,0,0,0
228,"The Company is currently led by Mr. Ashok Kumar Rameshwar Lal Jhanwar and Mr. Rajendra Prasad Jhanwar, who have an experience of more than four decades in the petrochemical business. Domain knowledge and experience of the promoters and the management team provided the Company with a significant competitive advantage to grow in the domestic market and enter new geographies. This extensive experience of management and their track record in driving the Company?s growth till date provides comfort about the execution and networking capabilities of the Company which would help in driving the growth of business. A good track record of growing revenues y-o-y with no instance of revenue declines reflects the strength of the business model and management capabilities.",1,1,0,0,0
229,"The Company has three branches each in Ahmedabad, New Delhi, and Hyderabad apart from its corporate office in Mumbai to cater to its customers spread across India. Moreover, it has set-up customer relationship management (CRM) in FY 2019 to manage its wide client base of 1,200 customers and increase customer engagement through efficient management. It has 50-60 customers with whom it has an established relationship. The aforementioned factors have resulted in strong topline growth of over 30% in the past two years. The Company has already recorded INR 180 crore until September 2018 and targets to continue with the same growth momentum in FY 2019 as well.",1,1,0,0,0
230,Diverse product portfolio to provide stable revenue stream,1,1,0,0,0
231,"The Company has a diversified portfolio within petrochemicals which account for approx. 90% of the total revenue. Further, since the past four years, the Company has diversified into wood based products to support its topline and improve its bottom-line. It opened a showroom for veneer and allied products and has plans to expand this business with a couple of more showrooms in the medium term. This move is a lateral diversification from chemicals, adhesives and resins used in the wood industry to the trading of wood panels to retail showroom of veneers. With its wide range of traded goods, the Company caters to a diverse range of industries like refineries, fertilizers, power plants, pharmaceuticals, paint, explosives, dyes, plywood/particle board, agro, etc.",1,1,0,0,0
232,Diversified product portfolio and their application in varied industries coupled with positive growth prospects of the domestic petrochemical industry would ensure that the revenue stream of the Company is insulated from the slowdown in demand.,1,1,0,0,0
233,Diversified product portfolio is expected to sustain and further improve the Company?s scale of operations as the Company can appeal to a larger customer base with an enhanced offering. Further wide end-user industry application provides comfort from the fact that the Company?s revenues are not largely impacted by the cyclical downtrend suffered in any one end-use industry.,1,1,0,0,0
254,"The Company is led by, Chairman and Managing Director, Mr. Rajarathinasamy Baskaran who has more than two and a half decades of experience in the steel casting and valve manufacturing business. The Chairman is also supported by Mr. Baskaran Anandkumar, Joint Managing Director who holds a degree in Master in Business Administration and also has more than two decades of experience in the related field. This relevant experience and business networking of the managing directors help to drive the business of the Company. Mr. Baskaran has been felicitated with Certificate of Excellence in recognition of Sterling Merit Excellent Performance and Outstanding contribution for the progress of the Nation and Worldwide by Global Achievers Foundation. Under this leadership, the Company has tackled downturns and unforeseen circumstances to continue and normalize operations. The Managing Directors are also ably supported by other directors and a managerial team who are equally qualified and have extensive business experiences thereby providing comfort over the execution capabilities. This extensive experience of management and their ability in driving the Company?s growth till date provides comfort about the execution and networking capabilities of the Company which would help in driving the growth of business.",1,1,0,0,0
255,Diversified product portfolio coupled with established relationship with customers driving business growth,1,1,0,0,0
